10000
(13, 81)
(98, 23)
(90, 59)
(25, 97)
(71, 35)
(90, 25)
(63, 85)
(74, 100)
(70, 61)
(91, 34)
(28, 52)
(54, 2)
(80, 93)
(46, 48)
(76, 56)
(37, 11)
(31, 44)
(100, 13)
(85, 35)
(8, 70)
(96, 15)
(47, 62)
(99, 27)
(88, 64)
(71, 53)
(44, 59)
(64, 94)
(0, 92)
(50, 33)
(10, 64)
(36, 35)
(95, 41)
(92, 6)
(1, 94)
(21, 91)
(62, 2)
(78, 77)
(2, 70)
(44, 76)
(12, 11)
(68, 72)
(46, 20)
(28, 40)
(16, 40)
(85, 84)
(40, 81)
(16, 3)
(70, 3)
(77, 39)
(37, 85)
(44, 60)
(85, 80)
(37, 12)
(100, 17)
(17, 99)
(68, 11)
(37, 41)
(41, 38)
(72, 24)
(31, 74)
(54, 41)
(93, 59)
(23, 100)
(89, 24)
(76, 25)
(60, 88)
(67, 4)
(66, 93)
(85, 42)
(91, 53)
(5, 46)
(39, 7)
(17, 52)
(56, 64)
(61, 58)
(51, 25)
(70, 86)
(35, 92)
(49, 36)
(42, 72)
(76, 17)
(16, 35)
(14, 83)
(56, 66)
(6, 28)
(63, 53)
(53, 30)
(83, 6)
(86, 43)
(62, 60)
(73, 73)
(31, 97)
(69, 100)
(23, 8)
(32, 46)
(16, 54)
(100, 47)
(59, 4)
(71, 67)
(9, 81)
(89, 28)
(49, 71)
(9, 88)
(82, 17)
(18, 58)
(60, 3)
(63, 72)
(8, 53)
(13, 56)
(28, 35)
(83, 80)
(74, 54)
(2, 69)
(35, 98)
(98, 15)
(98, 93)
(13, 24)
(80, 84)
(99, 43)
(98, 13)
(94, 33)
(24, 48)
(89, 17)
(98, 92)
(52, 79)
(36, 37)
(52, 67)
(93, 37)
(59, 91)
(65, 76)
(69, 80)
(62, 93)
(88, 81)
(1, 56)
(18, 54)
(88, 30)
(55, 64)
(70, 50)
(77, 93)
(27, 23)
(81, 52)
(13, 1)
(10, 4)
(31, 68)
(76, 95)
(57, 71)
(26, 40)
(97, 30)
(60, 74)
(64, 19)
(6, 23)
(49, 57)
(4, 85)
(87, 34)
(43, 21)
(45, 43)
(8, 60)
(98, 87)
(61, 50)
(18, 57)
(80, 28)
(47, 4)
(10, 6)
(39, 16)
(73, 99)
(75, 65)
(17, 71)
(53, 6)
(13, 2)
(76, 9)
(86, 77)
(25, 53)
(51, 30)
(24, 14)
(99, 45)
(69, 67)
(45, 20)
(91, 27)
(96, 38)
(92, 8)
(75, 89)
(86, 92)
(96, 32)
(79, 26)
(96, 92)
(100, 18)
(89, 100)
(93, 74)
(4, 92)
(4, 61)
(61, 97)
(17, 94)
(15, 32)
(35, 55)
(0, 5)
(32, 32)
(28, 9)
(47, 23)
(43, 27)
(4, 22)
(23, 15)
(95, 17)
(16, 86)
(29, 59)
(52, 47)
(12, 74)
(97, 75)
(56, 78)
(71, 89)
(87, 23)
(44, 13)
(49, 97)
(25, 86)
(39, 53)
(93, 61)
(56, 25)
(11, 10)
(92, 51)
(32, 75)
(70, 67)
(33, 35)
(83, 90)
(27, 20)
(22, 29)
(21, 83)
(95, 50)
(71, 96)
(96, 14)
(27, 38)
(83, 70)
(89, 67)
(50, 88)
(37, 37)
(22, 21)
(12, 20)
(5, 33)
(93, 46)
(58, 2)
(88, 85)
(63, 65)
(21, 40)
(17, 40)
(51, 93)
(41, 4)
(37, 21)
(82, 77)
(4, 66)
(83, 82)
(20, 53)
(19, 34)
(8, 13)
(32, 91)
(60, 58)
(28, 84)
(53, 23)
(58, 35)
(41, 58)
(57, 89)
(79, 69)
(85, 58)
(40, 49)
(68, 97)
(98, 39)
(1, 100)
(43, 43)
(90, 53)
(53, 93)
(98, 45)
(86, 63)
(90, 24)
(58, 49)
(1, 43)
(66, 21)
(41, 81)
(13, 47)
(29, 83)
(2, 35)
(15, 92)
(35, 89)
(9, 58)
(65, 31)
(99, 89)
(93, 33)
(20, 85)
(34, 82)
(56, 92)
(74, 3)
(62, 1)
(59, 12)
(86, 13)
(57, 65)
(73, 63)
(18, 22)
(70, 75)
(8, 6)
(3, 91)
(47, 77)
(41, 71)
(89, 44)
(33, 54)
(30, 84)
(56, 49)
(33, 9)
(13, 46)
(7, 27)
(49, 100)
(90, 48)
(63, 5)
(9, 82)
(25, 44)
(14, 47)
(25, 66)
(89, 60)
(24, 46)
(82, 51)
(69, 74)
(3, 78)
(54, 43)
(70, 80)
(84, 0)
(46, 12)
(8, 44)
(33, 81)
(70, 1)
(17, 37)
(10, 91)
(78, 84)
(46, 41)
(24, 32)
(66, 8)
(59, 93)
(29, 68)
(46, 74)
(58, 76)
(72, 5)
(86, 30)
(18, 95)
(4, 98)
(84, 5)
(32, 21)
(66, 67)
(49, 38)
(6, 21)
(84, 60)
(100, 20)
(74, 48)
(37, 32)
(12, 69)
(94, 26)
(83, 61)
(56, 63)
(42, 32)
(62, 82)
(52, 31)
(35, 52)
(31, 40)
(88, 55)
(22, 82)
(7, 40)
(24, 44)
(87, 20)
(10, 81)
(13, 88)
(51, 58)
(85, 99)
(40, 21)
(97, 23)
(1, 87)
(57, 38)
(59, 63)
(59, 6)
(100, 22)
(92, 81)
(100, 1)
(48, 99)
(44, 48)
(28, 47)
(56, 58)
(94, 13)
(56, 27)
(98, 89)
(28, 71)
(94, 48)
(68, 6)
(45, 10)
(75, 91)
(78, 90)
(49, 98)
(82, 49)
(69, 84)
(3, 87)
(31, 57)
(91, 91)
(69, 61)
(1, 3)
(25, 20)
(33, 5)
(90, 94)
(7, 56)
(72, 69)
(81, 43)
(91, 11)
(0, 37)
(24, 71)
(84, 58)
(46, 52)
(52, 18)
(28, 50)
(92, 7)
(40, 88)
(4, 99)
(33, 8)
(4, 18)
(41, 42)
(33, 30)
(29, 74)
(51, 31)
(52, 22)
(86, 91)
(44, 35)
(14, 43)
(92, 35)
(14, 96)
(93, 81)
(17, 76)
(47, 13)
(55, 24)
(1, 20)
(5, 14)
(52, 50)
(47, 91)
(23, 18)
(61, 48)
(70, 17)
(69, 95)
(42, 9)
(65, 49)
(94, 12)
(57, 41)
(51, 67)
(96, 20)
(67, 21)
(63, 88)
(21, 72)
(1, 0)
(70, 14)
(38, 8)
(74, 0)
(38, 32)
(58, 99)
(46, 96)
(29, 86)
(25, 10)
(34, 40)
(68, 54)
(86, 83)
(81, 44)
(24, 70)
(33, 34)
(71, 77)
(0, 15)
(58, 51)
(81, 33)
(100, 45)
(23, 83)
(50, 43)
(68, 75)
(96, 27)
(32, 33)
(87, 76)
(44, 8)
(23, 92)
(66, 97)
(91, 3)
(86, 99)
(8, 61)
(81, 29)
(37, 75)
(8, 36)
(2, 43)
(29, 93)
(75, 57)
(54, 84)
(64, 69)
(8, 88)
(25, 93)
(11, 36)
(24, 91)
(10, 69)
(55, 89)
(50, 28)
(0, 3)
(86, 58)
(39, 68)
(68, 95)
(11, 3)
(49, 56)
(34, 79)
(50, 31)
(56, 77)
(66, 84)
(55, 9)
(70, 10)
(88, 52)
(35, 42)
(75, 86)
(51, 45)
(70, 94)
(40, 35)
(19, 72)
(95, 45)
(44, 26)
(9, 44)
(22, 44)
(58, 53)
(45, 33)
(98, 63)
(73, 14)
(12, 93)
(5, 79)
(27, 33)
(86, 79)
(25, 99)
(32, 79)
(23, 5)
(89, 54)
(55, 31)
(77, 24)
(91, 100)
(77, 7)
(30, 12)
(62, 22)
(76, 54)
(6, 65)
(23, 67)
(70, 36)
(2, 73)
(91, 65)
(98, 36)
(58, 75)
(80, 39)
(47, 61)
(27, 82)
(74, 83)
(23, 4)
(89, 43)
(95, 32)
(81, 87)
(100, 73)
(45, 97)
(92, 78)
(60, 47)
(3, 43)
(46, 87)
(6, 18)
(0, 30)
(73, 33)
(19, 52)
(46, 95)
(18, 84)
(37, 89)
(71, 87)
(7, 4)
(5, 15)
(2, 20)
(84, 52)
(24, 63)
(35, 9)
(52, 46)
(61, 2)
(77, 64)
(27, 15)
(62, 36)
(25, 34)
(73, 64)
(66, 51)
(39, 99)
(30, 34)
(89, 88)
(30, 16)
(45, 91)
(86, 33)
(80, 76)
(65, 67)
(96, 67)
(14, 20)
(39, 94)
(31, 39)
(93, 83)
(73, 94)
(35, 97)
(20, 6)
(96, 49)
(63, 29)
(12, 4)
(95, 51)
(80, 30)
(26, 65)
(3, 34)
(1, 74)
(53, 15)
(52, 89)
(87, 71)
(73, 4)
(43, 42)
(92, 17)
(78, 41)
(53, 0)
(61, 71)
(5, 97)
(94, 47)
(61, 80)
(23, 66)
(88, 60)
(65, 79)
(36, 81)
(29, 53)
(72, 20)
(0, 40)
(68, 32)
(88, 77)
(69, 4)
(33, 7)
(70, 25)
(18, 18)
(78, 10)
(91, 81)
(1, 54)
(71, 83)
(64, 32)
(40, 3)
(11, 56)
(97, 43)
(67, 47)
(94, 24)
(3, 16)
(13, 55)
(86, 70)
(20, 77)
(50, 95)
(63, 64)
(17, 78)
(84, 66)
(43, 7)
(47, 92)
(58, 28)
(24, 0)
(36, 94)
(57, 39)
(51, 21)
(76, 49)
(61, 31)
(58, 87)
(24, 41)
(27, 79)
(74, 17)
(33, 40)
(10, 16)
(89, 38)
(80, 65)
(13, 45)
(75, 85)
(84, 14)
(17, 41)
(8, 91)
(81, 50)
(22, 54)
(30, 82)
(65, 38)
(45, 1)
(55, 12)
(87, 83)
(2, 68)
(86, 4)
(72, 90)
(8, 54)
(48, 40)
(26, 29)
(26, 17)
(45, 8)
(38, 50)
(57, 64)
(72, 65)
(83, 86)
(77, 91)
(23, 90)
(73, 50)
(33, 56)
(99, 87)
(88, 61)
(38, 26)
(70, 81)
(46, 3)
(75, 24)
(3, 44)
(93, 79)
(81, 22)
(21, 9)
(67, 25)
(71, 17)
(46, 80)
(86, 81)
(43, 34)
(19, 92)
(25, 81)
(65, 44)
(19, 38)
(8, 12)
(18, 93)
(77, 78)
(27, 75)
(99, 64)
(46, 37)
(51, 2)
(21, 58)
(44, 22)
(30, 24)
(87, 79)
(98, 52)
(0, 32)
(41, 40)
(49, 5)
(90, 47)
(98, 22)
(5, 10)
(4, 86)
(31, 60)
(29, 38)
(1, 32)
(48, 23)
(5, 36)
(31, 61)
(4, 96)
(44, 37)
(90, 95)
(84, 41)
(1, 2)
(37, 79)
(80, 94)
(2, 97)
(62, 97)
(80, 59)
(40, 39)
(58, 45)
(58, 86)
(80, 7)
(63, 9)
(75, 73)
(78, 70)
(54, 35)
(35, 26)
(53, 100)
(7, 96)
(79, 74)
(82, 34)
(27, 61)
(40, 91)
(72, 27)
(100, 57)
(73, 8)
(50, 41)
(19, 22)
(95, 78)
(82, 80)
(75, 75)
(12, 94)
(28, 90)
(63, 79)
(20, 55)
(48, 94)
(8, 57)
(19, 86)
(91, 68)
(84, 15)
(42, 12)
(9, 0)
(14, 75)
(7, 74)
(80, 88)
(59, 21)
(40, 77)
(16, 82)
(76, 74)
(71, 92)
(45, 42)
(46, 54)
(2, 56)
(71, 4)
(96, 42)
(99, 58)
(68, 74)
(84, 23)
(66, 64)
(8, 2)
(78, 36)
(94, 84)
(98, 79)
(0, 64)
(62, 54)
(83, 60)
(24, 11)
(34, 32)
(13, 8)
(7, 85)
(61, 59)
(9, 84)
(2, 86)
(59, 99)
(82, 97)
(93, 6)
(57, 84)
(47, 7)
(89, 57)
(30, 56)
(61, 57)
(54, 45)
(41, 25)
(37, 80)
(11, 45)
(30, 73)
(9, 10)
(4, 89)
(8, 10)
(52, 12)
(5, 60)
(22, 62)
(27, 43)
(3, 55)
(55, 3)
(31, 42)
(68, 42)
(23, 13)
(65, 29)
(2, 31)
(64, 89)
(8, 66)
(94, 90)
(71, 18)
(45, 93)
(30, 38)
(100, 38)
(45, 92)
(70, 70)
(7, 18)
(57, 26)
(13, 5)
(56, 56)
(57, 59)
(80, 5)
(69, 13)
(7, 19)
(98, 16)
(96, 66)
(52, 93)
(60, 21)
(71, 97)
(13, 16)
(2, 59)
(86, 89)
(23, 74)
(12, 71)
(6, 34)
(42, 45)
(83, 42)
(15, 77)
(31, 92)
(7, 71)
(57, 77)
(88, 5)
(89, 90)
(6, 75)
(40, 55)
(42, 27)
(54, 64)
(48, 90)
(12, 91)
(50, 17)
(11, 69)
(2, 39)
(50, 35)
(17, 1)
(9, 62)
(90, 11)
(69, 89)
(0, 89)
(84, 1)
(65, 11)
(19, 99)
(95, 30)
(57, 49)
(20, 13)
(81, 38)
(52, 9)
(58, 78)
(28, 7)
(32, 35)
(44, 51)
(66, 81)
(73, 5)
(19, 49)
(24, 18)
(60, 2)
(73, 92)
(12, 99)
(7, 48)
(5, 56)
(33, 70)
(73, 78)
(7, 59)
(3, 31)
(42, 69)
(40, 29)
(33, 66)
(63, 23)
(67, 89)
(0, 73)
(10, 73)
(100, 43)
(13, 6)
(48, 100)
(50, 63)
